Latitude,Longitude,Limitation de Vitesse
43.7101584,7.2008312,50
43.7101203,7.2008273,50
43.7100941,7.2008128,50
43.7100699,7.2007737,50
43.7100619,7.2007244,50
43.7100463,7.2003578,50
43.7100202,7.1998522,50
43.7100092,7.1997073,50
43.7099789,7.1996042,50
43.7099373,7.1995061,50
43.7098857,7.1994238,50
43.7098242,7.1993441,50
43.7095297,7.1989849,50
43.7094868,7.1989357,50
43.7094269,7.1988875,50
43.7093659,7.1988607,50
43.7086981,7.1988001,50
43.7082291,7.1987337,50
43.7081553,7.1987399,50
43.7080999,7.1987572,50
43.7080203,7.198796,50
43.7075442,7.1991157,50
43.7074684,7.1991442,50
43.7074101,7.1991514,50
43.7071186,7.199189,50
43.7068604,7.1992948,50
43.7064683,7.1994204,50
43.70545,7.1997124,50
43.7049837,7.1999033,50
43.7047653,7.1999934,50
43.7041046,7.2002724,50
43.7038347,7.2003296,50
43.7033176,7.2004108,50
43.7031256,7.2004639,50
43.7029943,7.2005336,50
43.7029002,7.2006143,50
43.7028056,7.2007297,50
43.7027231,7.2008428,50
43.7027122,7.2009305,50
43.7027287,7.2010051,50
43.702796,7.2011112,50
43.7030398,7.2013769,50
43.7034984,7.2018868,50
43.7036922,7.2021191,50
43.7038154,7.2022744,50
43.7038702,7.202356,50
43.7039003,7.2024543,50
43.7039111,7.2025691,50
43.7039108,7.2028348,50
43.7038949,7.2029119,50
43.7038563,7.20297,50
43.7037754,7.2030129,50
43.7037077,7.2030096,50
43.7035636,7.2029722,50
43.7034131,7.2029543,50
43.7032765,7.2029481,50
43.703128,7.2029597,50
43.7030144,7.2029847,50
43.7028288,7.2030833,50
43.7026569,7.203185,50
43.7025878,7.2032217,50
43.7025129,7.2032359,50
43.7024401,7.2032294,50
43.702255,7.2031904,50
43.7021724,7.2031922,50
43.7021002,7.2032163,50
43.7018696,7.2033378,50
43.7012439,7.2036856,50
43.7006834,7.2040064,50
43.7002343,7.2042045,50
43.7001913,7.204231,50
43.7001467,7.2042706,50
43.7001089,7.2043256,50
43.700098,7.204372,50
43.7090371,7.1936066,50
43.7091679,7.1939836,50
43.7092454,7.1942358,50
43.7093052,7.1944515,50
43.7093839,7.1948454,50
43.7095865,7.1958767,50
43.70964,7.1961308,50
43.7097057,7.1963565,50
43.709817,7.1966366,50
43.7082332,7.2156796,30
43.7081566,7.2156598,30
43.7080936,7.2155984,30
43.7082332,7.2156796,30
43.7083464,7.2156403,30
43.7083464,7.2156403,30
43.708298,7.2156316,30
43.7082755,7.2156139,30
43.7082666,7.2155931,30
43.7082467,7.2155322,30
43.7082405,7.2154541,30
43.7224635,7.2592048,30
43.7224359,7.2593304,30
43.7224029,7.2594809,30
43.7223169,7.2599465,30
43.7191759,7.2855715,50
43.7196149,7.2862459,50
43.719744,7.2864896,50
43.7198663,7.2867572,50
43.722935,7.2899887,50
43.722865,7.289979,50
43.7228181,7.2899704,50
43.7227868,7.2899633,50
43.7227562,7.2899578,50
43.7225917,7.2899215,50
43.7225236,7.2899048,50
43.7224596,7.2898832,50
43.7223956,7.2898474,50
43.7221723,7.2896542,50
43.7221171,7.2896065,50
43.72199,7.2894966,50
43.72173,7.2892635,50
43.7216061,7.2891524,50
43.7215181,7.2890485,50
43.7214326,7.2889278,50
43.7213059,7.2887366,50
43.7209961,7.2882904,50
43.7204073,7.2873915,50
43.7201995,7.2870755,50
43.720076,7.2868923,50
43.7198868,7.2865541,50
43.7197544,7.2863135,50
43.7196969,7.2862053,50
43.7189697,7.2850501,50
43.7189019,7.2849488,50
43.7188435,7.2848696,50
43.7188208,7.2848483,50
43.7187736,7.284814,50
43.718718,7.2847798,50
43.7104195,7.2841946,30
43.7104747,7.2842046,30
43.7105713,7.2842181,30
43.7110456,7.2842545,30
43.711478,7.2842628,30
43.7116292,7.2842554,30
43.7117128,7.2842526,30
43.7203691,7.286695,50
43.7190782,7.2847615,50
43.7210032,7.287572,70
43.721504,7.2879764,70
43.7216802,7.2880862,70
43.7218598,7.2881925,70
43.7221249,7.288312,70
43.722314,7.2883729,70
43.7225502,7.2884354,70
43.722844,7.2884847,70
43.7230292,7.2884994,70
43.7232139,7.288498,70
43.7234717,7.2884769,70
43.7237522,7.2884271,70
43.724087,7.2883254,70
43.7243065,7.2882361,70
43.7244064,7.2881839,70
43.7251974,7.2874466,70
43.7250881,7.2875726,70
43.7249685,7.2876893,70
43.7248124,7.2878235,70
43.7246228,7.2879655,70
43.7243808,7.2881167,70
43.7242827,7.2881692,70
43.7240675,7.2882525,70
43.7237395,7.28836,70
43.7234682,7.2884102,70
43.7232143,7.2884255,70
43.7230326,7.2884314,70
43.7228437,7.2884102,70
43.722546,7.288359,70
43.7223292,7.2882963,70
43.7221391,7.2882281,70
43.7218805,7.2881081,70
43.7217072,7.288016,70
43.7215058,7.2878833,70
43.7213353,7.2877507,70
43.7211223,7.2875737,70
43.7208889,7.2873379,70
43.7206477,7.2870658,70
43.7204771,7.2868462,70
43.7203691,7.286695,70
43.7276162,7.2842461,50
43.7275614,7.2842688,50
43.7275076,7.2843225,50
43.727399,7.2844519,50
43.7273764,7.2844878,50
43.7271769,7.284804,50
43.7267298,7.2856244,50
43.7264657,7.286109,50
43.7263714,7.286282,50
43.7262535,7.2864984,50
43.7261896,7.2866007,50
43.7261401,7.2866674,50
43.7260347,7.2868106,50
43.7260077,7.2868485,50
43.7259676,7.2869048,50
43.7259489,7.2869396,50
43.7259076,7.2870166,50
43.7258691,7.2871344,50
43.7258246,7.2872708,50
43.7257844,7.2873607,50
43.7257036,7.2875091,50
43.7253576,7.2881361,50
43.7252871,7.288273,50
43.7251006,7.2885788,50
43.7250384,7.288684,50
43.724996,7.2887556,50
43.7248954,7.2889713,50
43.7246259,7.2894361,50
43.7245822,7.2894971,50
43.7245338,7.2895577,50
43.7244644,7.2896252,50
43.7243687,7.2897188,50
43.7242615,7.289814,50
43.7241307,7.2898827,50
43.7239394,7.2899538,50
43.7238344,7.2899917,50
43.7236566,7.2900342,50
43.7234922,7.2900553,50
43.7233402,7.2900443,50
43.7230685,7.2900081,50
43.7230267,7.2900021,50
43.722935,7.2899887,50
43.7163194,7.2825733,50
43.7164207,7.2825817,50
43.7165051,7.282595,50
43.7167575,7.2826681,50
43.7168831,7.2827244,50
43.7173087,7.2830199,50
43.7174937,7.2831604,50
43.7176631,7.2833216,50
43.7177928,7.2834666,50
43.7179134,7.2836231,50
43.7182314,7.2841283,50
43.7183796,7.2843852,50
43.7184418,7.2844981,50
43.7185068,7.2846278,50
43.718808,7.2847441,50
43.718718,7.2847798,50
43.7190782,7.2847615,50
43.7190208,7.2847295,50
43.7189536,7.2847153,50
43.718879,7.2847228,50
43.7188395,7.2847335,50
43.718808,7.2847441,50
43.7190782,7.2847615,50
43.719031,7.2846615,50
43.7190019,7.2845607,50
43.7190101,7.2844794,50
43.7190411,7.2843882,50
43.7185068,7.2846278,50
43.7185453,7.2846537,50
43.7185877,7.2846703,50
43.7186406,7.284665,50
43.7187019,7.284655,50
43.7187579,7.2846329,50
43.6879097,7.2338403,30
43.687956,7.2338661,30
43.6879915,7.2339028,30
43.6880268,7.2339566,30
43.6880552,7.234021,30
43.6881291,7.2342229,30
43.6882213,7.234483,30
43.6882558,7.2345803,30
43.6882809,7.2346533,30
43.6882971,7.2347252,30
43.6883017,7.2348089,30
43.688308,7.234984,30
43.6883036,7.2350992,30
43.6882911,7.2352091,30
43.6882382,7.2354893,30
43.6882261,7.2356398,30
43.6882274,7.2358123,30
43.6879097,7.2338403,30
43.6877617,7.2337523,30
43.6876879,7.2337158,30
43.6875883,7.2336443,30
43.687537,7.2335818,30
43.6874553,7.2334609,30
43.6873264,7.2332357,30
43.6872136,7.232989,30
43.6871981,7.2328991,30
43.6871994,7.2328076,30
43.687216,7.2327201,30
43.6872477,7.2326468,30
43.6873658,7.2324908,30
43.6874473,7.2324049,30
43.6874949,7.2323369,30
43.6875399,7.2322484,30
43.6876893,7.2319188,30
43.6877552,7.2317948,30
43.687811,7.2316962,30
43.6878692,7.2316124,30
43.6879394,7.2315243,30
43.688028,7.2314438,30
43.6882413,7.231274,30
43.6882962,7.2312086,30
43.6882962,7.2312086,30
43.6882382,7.2312107,30
43.6882028,7.2312159,30
43.6879988,7.231377,30
43.6879147,7.2314506,30
43.6878284,7.2315407,30
43.6877606,7.2316177,30
43.6876825,7.231729,30
43.6876126,7.2318564,30
43.6874947,7.2321227,30
43.687411,7.232277,30
43.6873693,7.2323278,30
43.6873387,7.23236,30
43.6873047,7.2323748,30
43.687274,7.2323758,30
43.6872432,7.2323687,30
43.6872216,7.2323652,30
43.6925085,7.2311238,30
43.6924307,7.2312618,30
43.6922163,7.2315755,30
43.6920953,7.2316688,30
43.6920426,7.2316543,30
43.6920361,7.2314852,30
43.692233,7.230954,30
43.6922068,7.2308892,30
43.6921584,7.2309281,30
43.6918916,7.2314702,30
43.69183,7.2315008,30
43.6918201,7.2313971,30
43.69212,7.2308277,30
43.6921613,7.2306669,30
43.6920981,7.2305615,30
43.6920499,7.230567,30
43.6917205,7.2309132,30
43.6917451,7.2311349,30
43.6915824,7.2314895,30
43.6913478,7.2316721,30
43.6912391,7.2318483,30
43.6911661,7.2319021,30
43.6911272,7.2318612,30
43.6911163,7.2317731,30
43.6913727,7.2314895,30
43.6913696,7.231395,30
43.6912993,7.2313965,30
43.69094,7.2317664,30
43.6908165,7.2319422,30
43.6907201,7.232092,30
43.6906309,7.2322529,30
43.6905483,7.2324423,30
43.6904525,7.2326874,30
43.6903671,7.232902,30
43.6902969,7.2331266,30
43.6902398,7.2334695,30
43.6902361,7.233667,30
43.9463458,7.2741953,80
43.946522,7.2742424,80
43.9459506,7.2740674,80
43.9463458,7.2741953,80
43.9372881,7.265166,30
43.9375856,7.2649134,30
43.9376803,7.2646987,30
43.9377493,7.2646012,30
43.9378318,7.2645415,30
43.9378852,7.2645465,30
43.9379471,7.2645916,30
43.7061957,7.2511403,30
43.7063617,7.2511707,30
43.7064479,7.2511841,30
43.7064479,7.2511841,30
43.7065119,7.2511979,30
43.7065818,7.2512163,30
43.7067538,7.2512668,30
43.7399372,7.2871575,30
43.7396001,7.2871193,30
43.739573,7.2871394,30
43.7395439,7.287181,30
43.7395168,7.2872387,30
43.7394944,7.2872988,30
43.7394819,7.2873433,30
43.739464,7.2873889,30
43.9099737,7.186495,50
43.9101843,7.1861918,50
43.9104529,7.1858431,50
43.91069,7.1855031,50
43.91069,7.1855031,50
43.9108123,7.1853174,50
43.9109149,7.1851423,50
43.9109823,7.1849933,50
43.9085317,7.1902051,50
43.9082932,7.1897109,50
43.9082549,7.1896197,50
43.9082224,7.1895379,50
43.908193,7.1894289,50
43.9081826,7.1893881,50
43.9081762,7.1893513,50
43.9081681,7.1892912,50
43.9081645,7.1892286,50
43.9081652,7.1891808,50
43.9081703,7.1891208,50
43.9081776,7.1890649,50
43.9081892,7.1890009,50
43.9082024,7.1889459,50
43.9082164,7.1888963,50
43.9082308,7.1888581,50
43.9082499,7.1888139,50
43.9082877,7.1887412,50
43.9083454,7.1886503,50
43.9084713,7.1884814,50
43.9086032,7.1883068,50
43.9728265,7.1443423,50
43.9727971,7.1445856,50
43.9973935,7.1377295,80
43.9972024,7.1377471,80
43.9968461,7.1377446,80
43.9965447,7.1377404,80
43.9964306,7.1377163,80
43.9963122,7.1376738,80
43.9956597,7.1372308,80
43.9954432,7.1371322,80
43.9948733,7.1369937,80
43.9941318,7.1368045,80
43.9939559,7.1367668,80
43.9937568,7.1367361,80
43.9936085,7.1367386,80
43.9934547,7.136764,80
43.9928859,7.1369384,80
43.9924665,7.1370505,80
43.9922617,7.1370873,80
43.9920302,7.1371192,80
43.9918969,7.1371275,80
43.9916885,7.1371356,80
43.9915276,7.1371251,80
43.9913393,7.1371034,80
43.9911434,7.1370538,80
43.9908518,7.1369383,80
43.9905712,7.1367963,80
43.9903286,7.136653,80
43.9901534,7.1365482,80
43.9899814,7.136473,80
43.9897675,7.1364221,80
43.9895396,7.1363789,80
43.9893101,7.1363591,80
43.9890486,7.1363647,80
43.9888103,7.1363778,80
43.9885932,7.1363845,80
43.988358,7.1363618,80
43.9878271,7.136233,80
43.9875666,7.1361727,80
43.9873505,7.1361396,80
43.9871603,7.1361364,80
43.9869695,7.1361559,80
43.9867686,7.1362022,80
43.9863038,7.1363456,80
43.9859426,7.136457,80
43.9857098,7.1365444,80
43.9855132,7.1366407,80
43.9853077,7.1367547,80
43.9851185,7.1368754,80
43.9849214,7.1370137,80
43.9845569,7.1372952,80
43.9764301,7.1402084,50
43.9764918,7.1402029,50
43.9765376,7.1402034,50
43.9767307,7.1402674,50
43.9607326,7.1548594,80
43.9604881,7.1549448,80
43.9603178,7.1550116,80
43.9601918,7.1550874,80
43.9600935,7.155164,80
43.9599506,7.1553115,80
43.9598716,7.1554226,80
43.9597952,7.1555729,80
43.9596498,7.1559084,80
43.9595818,7.1560211,80
43.9595052,7.1561047,80
43.9593863,7.1562054,80
44.0241517,7.1329437,30
44.0240753,7.1329272,30
44.02403,7.1328856,30
44.0238776,7.1327166,30
44.023799,7.1326491,30
44.023707,7.1326187,30
44.0233111,7.1325639,30
44.0228209,7.1324359,30
44.0226874,7.1324047,30
44.0225214,7.1323731,30
44.0223746,7.1323576,30
44.0222848,7.1323636,30
44.0221911,7.1323803,30
44.0220696,7.1324454,30
44.021952,7.1325372,30
44.0217838,7.1327122,30
44.021412,7.1331243,30
44.0212374,7.1333127,30
44.0209986,7.1334904,30
44.020703,7.1336494,30
44.0205099,7.1337221,30
44.0202754,7.1337853,30
44.0201184,7.133836,30
44.0199063,7.1339591,30
44.0197548,7.1340129,30
44.0196102,7.1340441,30
44.0194012,7.1340667,30
44.019138,7.1340401,30
44.0186917,7.1339464,30
44.018461,7.1339096,30
44.0183731,7.1338628,30
44.0181245,7.1337083,30
44.0177805,7.133461,30
44.0175747,7.1332194,30
44.0175327,7.1331783,30
44.0174943,7.1331465,30
44.0174595,7.1331333,30
44.0174266,7.1331249,30
44.0173913,7.1331248,30
44.0173341,7.1331247,30
44.0172557,7.1331237,30
44.0171551,7.133106,30
44.0170755,7.1330775,30
44.0165451,7.1328762,30
44.0163656,7.1328209,30
44.0161313,7.1327701,30
44.0156553,7.1326873,30
44.0154834,7.132658,30
44.0153909,7.1326689,30
44.0152994,7.1327021,30
44.0152313,7.1327027,30
44.0151876,7.1326844,30
44.0149506,7.1325714,30
44.0145959,7.1324167,30
44.0144935,7.1323802,30
44.0144569,7.1323711,30
44.0144106,7.1323654,30
44.014357,7.1323641,30
44.0141375,7.1323808,30
44.0140903,7.1323964,30
44.0140487,7.1324188,30
44.0139658,7.132479,30
44.0139181,7.1325096,30
44.0138819,7.1325214,30
44.0138424,7.1325263,30
44.013798,7.1325254,30
44.0137478,7.1325181,30
44.0136512,7.1324713,30
44.0135453,7.1324171,30
44.0134417,7.132366,30
44.0132921,7.1323173,30
44.0130875,7.1322558,30
44.0130222,7.1322474,30
44.012926,7.1322429,30
44.0128522,7.1322537,30
44.012809,7.132271,30
44.0127333,7.1323161,30
44.0126604,7.1323528,30
44.0125982,7.1323724,30
44.0125396,7.1323752,30
44.0124399,7.132365,30
44.0123693,7.1323611,30
44.0121955,7.1323816,30
44.0116645,7.1324518,30
44.0112989,7.13245,30
44.0112155,7.1324605,30
44.0110941,7.1325233,30
44.0109518,7.1326048,30
44.0104687,7.1328566,30
44.0101586,7.1330598,30
44.0098946,7.1332563,30
44.0095564,7.1337104,30
44.009399,7.133886,30
44.0091668,7.1341477,30
44.0088425,7.1345412,30
44.0086302,7.1347667,30
44.008418,7.1349429,30
44.0082352,7.1350536,30
44.0079403,7.1351069,30
44.0078902,7.1351275,30
44.0078493,7.1351524,30
44.0077722,7.1352106,30
44.0076189,7.1353815,30
44.0074244,7.1356275,30
44.0072799,7.1357833,30
44.0071796,7.1358898,30
44.0067993,7.1363326,30
44.0066017,7.1365047,30
44.0064013,7.1366646,30
44.006191,7.1368318,30
44.0059543,7.1369516,30
44.0057871,7.1370081,30
44.00554,7.137075,30
44.0053138,7.13716,30
44.0245634,7.1328843,30
44.0243405,7.1329232,30
44.0241517,7.1329437,30
44.0336874,7.1320578,30
44.0336801,7.1321051,30
44.0336702,7.132167,30
44.0336449,7.1323322,30
44.0336067,7.132449,30
44.033522,7.1325488,30
44.0333648,7.1326326,30
44.0332927,7.1326479,30
44.0331994,7.1326097,30
44.0330788,7.1324442,30
44.0330051,7.1322958,30
44.0329131,7.1322109,30
44.0328098,7.132167,30
44.032674,7.1321784,30
44.0325565,7.1322421,30
44.0323542,7.1323397,30
44.0321164,7.1324472,30
44.031123,7.1325888,30
44.0307098,7.1326312,30
44.0303989,7.1326284,30
44.0300176,7.132612,30
44.0297876,7.1326323,30
44.0295219,7.1327243,30
44.0293564,7.1328121,30
44.0289809,7.1327606,30
44.0285982,7.132528,30
44.0282742,7.1323357,30
44.0281516,7.1323239,30
44.0277972,7.132364,30
44.0276731,7.1323532,30
44.027564,7.1323281,30
44.0273057,7.1322365,30
44.0272433,7.1322319,30
44.0271669,7.1322365,30
44.0270675,7.1322741,30
44.0269665,7.132308,30
44.0268785,7.1323062,30
44.0266498,7.1322438,30
44.0263598,7.1322794,30
44.0262702,7.1323068,30
44.0261823,7.1323881,30
44.0259269,7.1327401,30
44.025839,7.1328092,30
44.0257566,7.1328438,30
44.0256105,7.1328266,30
44.0254819,7.1328331,30
44.0252894,7.132903,30
44.0252054,7.1329206,30
44.0251351,7.1329084,30
44.0249558,7.1328656,30
44.0248323,7.1328494,30
44.0247185,7.1328543,30
44.0245634,7.1328843,30
43.7130646,7.2844969,30
43.7130889,7.2846416,30
43.7131481,7.2849338,30
43.7131502,7.2849665,30
43.7131525,7.2850012,30
43.7129688,7.286318,30
43.7129393,7.286434,30
43.7128224,7.2870254,30
43.8741843,7.0036146,30
43.8741552,7.0034603,30
43.8740463,7.0028831,30
43.8739978,7.0025828,30
43.7227373,7.2918924,50
43.7226579,7.2918944,50
43.7225918,7.291893,50
43.7222784,7.2918706,50
43.7215567,7.291829,50
43.7206534,7.2917775,50
43.720528,7.2917647,50
43.7202671,7.2917368,50
43.719557,7.2916607,50
43.7191372,7.2916157,50
43.7189862,7.2916084,50
43.6986919,7.204424,20
43.6986942,7.2037529,20
43.6986476,7.2036456,20
43.6985933,7.2035705,20
43.6981783,7.2032325,20
43.6981357,7.2032272,20
43.6979136,7.2033738,20
43.6977665,7.2033994,20
43.6977362,7.2033398,20
43.6976819,7.2028999,20
43.6980733,7.2027121,20
43.6986027,7.2029937,20
43.7449095,7.3143527,50
43.7450603,7.3145406,50
43.7452299,7.3147438,50
43.7452793,7.3147964,50
43.7453146,7.3148279,50
43.7453418,7.3148453,50
43.7453636,7.3148561,50
43.7453902,7.3148652,50
43.7454159,7.3148721,50
43.7454507,7.3148782,50
43.7455491,7.3148869,50
43.7455875,7.314888,50
43.7456303,7.3148892,50
43.7104467,7.2534777,30
43.7103105,7.2536987,30
43.7103105,7.2536987,30
43.7101231,7.2539751,30
43.7100845,7.2540215,30
43.710036,7.2540665,30
43.7096352,7.2542987,30
43.7095326,7.2543544,30
43.7094827,7.2543769,30
43.7388014,7.4194594,30
43.7388357,7.4194072,30
43.7388641,7.4193676,30
43.7390528,7.4190068,30
43.7390667,7.4189402,30
43.7391214,7.4186246,30
43.7391546,7.4184295,30
43.7391661,7.4183084,30
43.7391557,7.4182595,30
43.7391308,7.4182154,30
43.7390946,7.4181964,30
43.7390654,7.4181861,30
43.7390543,7.418182,30
43.7390235,7.4181799,30
43.7389898,7.4181954,30
43.7468844,7.4144442,50
43.7472465,7.4145519,50
43.7475619,7.414703,50
43.7476773,7.4147742,50
43.7478704,7.4149366,50
43.7485328,7.4156202,50
43.7486736,7.415679,50
43.7486973,7.4156984,50
43.7487427,7.4157356,50
43.7487878,7.4158304,50
43.748817,7.4160228,50
43.748851,7.4161605,50
43.748873,7.4162495,50
43.7489518,7.416425,50
43.7491331,7.4166951,50
43.74939,7.4169699,50
43.749436,7.4170699,50
43.7494742,7.417217,50
43.7494612,7.4178979,50
43.7494816,7.4180049,50
43.7495693,7.4182556,50
43.7496016,7.4182787,50
43.749642,7.4182829,50
43.7496682,7.4182419,50
43.7496685,7.418177,50
43.7496062,7.4180242,50
43.7495963,7.4179266,50
43.7496033,7.417824,50
43.7496568,7.4175692,50
43.7497895,7.4170793,50
43.7497939,7.4169699,50
43.7497713,7.4168174,50
43.7495255,7.416224,50
43.7494811,7.4160723,50
43.7494645,7.4159351,50
43.7493951,7.4153151,50
43.7493827,7.4152344,50
43.7493515,7.4151541,50
43.7492364,7.4150131,50
43.7490017,7.4147293,50
43.7489641,7.4146664,50
43.7489514,7.4146036,50
43.7489719,7.414551,50
43.7490159,7.4145467,50
43.7490673,7.414594,50
43.7491108,7.4146783,50
43.7491971,7.4147925,50
43.749484,7.4151001,50
43.7497828,7.4156225,50
43.7498646,7.4157199,50
43.7499606,7.4158125,50
43.7501789,7.4159751,50
43.750235,7.4160221,50
43.7503686,7.4161382,50
43.75044,7.4162379,50
43.7509501,7.4172105,50
43.7509886,7.4172732,50
43.7510293,7.4172917,50
43.7510711,7.4172699,50
43.7510888,7.417227,50
43.7510838,7.4171573,50
43.7510458,7.4170792,50
43.7509315,7.4169377,50
43.7508912,7.4168017,50
43.7508587,7.41648,50
43.7508225,7.4162722,50
43.7501526,7.4136902,50
43.7500226,7.4132157,50
43.7499711,7.413121,50
43.74967,7.4128277,50
43.7494425,7.412616,50
43.7493002,7.4124926,50
43.7492519,7.4124457,50
43.7492348,7.4124205,50
43.7492206,7.4123875,50
43.749212,7.4123383,50
43.7492228,7.4122833,50
43.7492454,7.4122445,50
43.7492837,7.4122179,50
43.7493364,7.4122259,50
43.7493848,7.4122551,50
43.7494813,7.4123135,50
43.7496134,7.4123819,50
43.7498024,7.4124088,50
43.7500192,7.4124396,50
43.7501249,7.4125012,50
43.7502583,7.4127205,50
43.7503712,7.4129364,50
43.7504192,7.412983,50
43.750466,7.412974,50
43.7504932,7.4129106,50
43.750482,7.4128411,50
43.7503256,7.4125549,50
43.7502805,7.4124358,50
43.7500318,7.4116422,50
43.7499934,7.4115248,50
43.7497891,7.4111789,50
43.7497285,7.4110092,50
43.7496731,7.4107784,50
43.7495613,7.4098349,50
43.7495415,7.4091332,50
43.7495372,7.4090509,50
43.7495221,7.4089845,50
43.7494966,7.4088577,50
43.7494917,7.4087932,50
43.74951,7.4087439,50
43.7495439,7.4087153,50
43.7495938,7.4087124,50
43.7874441,7.2644466,30
43.7875361,7.2644645,30
43.7880299,7.2643545,30
43.7883224,7.2642756,30
43.7883674,7.2642797,30
43.7883963,7.2643305,30
43.7884281,7.2644583,30
43.7885241,7.2648213,30
43.78863,7.2652215,30
43.7886786,7.2653848,30
43.7887107,7.2654674,30
43.7887388,7.2655256,30
43.7887646,7.2655647,30
43.7888059,7.2655937,30
43.7889449,7.2656676,30
43.789084,7.2657528,30
43.7891376,7.2658025,30
43.7891615,7.2658275,30
43.7892116,7.2658797,30
43.7893018,7.2659652,30
43.8037846,7.3665835,50
43.8038437,7.3665798,50
43.8041188,7.3664394,50
43.804239,7.3663712,50
43.8046048,7.3659144,50
43.8048881,7.3656128,50
43.8049409,7.3655745,50
43.8021146,7.3691685,50
43.8021521,7.3690603,50
43.8023425,7.368825,50
43.8026304,7.3683312,50
43.802847,7.3680855,50
43.8032225,7.3679358,50
43.8034258,7.3678232,50
43.8035971,7.3676706,50
43.8038635,7.3672771,50
43.8041805,7.3669549,50
43.8042218,7.36687,50
43.8041704,7.3668547,50
43.8038192,7.3670432,50
43.8034647,7.3672518,50
43.8033838,7.3672864,50
43.8033366,7.3672547,50
43.8033241,7.3672117,50
43.8033326,7.3671502,50
43.8033759,7.3670877,50
43.8035358,7.3669764,50
43.8037846,7.3665835,50
43.9167407,7.2476516,30
43.916695,7.2476996,30
43.9166284,7.2477348,30
43.7842926,7.2436231,20
43.7842742,7.2435867,20
43.7842644,7.2435483,20
43.7842647,7.2434895,20
43.7842837,7.2434299,20
43.8417124,7.1898529,30
43.8417422,7.1898369,30
43.8417866,7.1898063,30
43.8418554,7.189753,30
43.9197415,6.9339869,30
43.9200181,6.9340169,30
43.9203382,6.9340005,30
43.9205562,6.933927,30
43.9206006,6.9339207,30
43.9206739,6.933929,30
43.9207165,6.9339596,30
43.9208077,6.9342362,30
43.9208721,6.9344102,30
43.9210814,6.9348822,30
43.921185,6.9350874,30
43.9212845,6.9352864,30
43.921357,6.9354642,30
43.9214853,6.935578,30
43.9215982,6.935685,30
43.9216434,6.9357451,30
43.6681474,7.2201668,70
43.6682742,7.2203816,70
43.6684809,7.2207619,70
43.6687693,7.2211591,70
43.6687862,7.2211816,70
43.6690786,7.2215414,70
43.6720021,7.2187245,30
43.6719487,7.2186513,30
43.6718861,7.2185058,30
43.6718011,7.2182799,30
43.671687,7.2179632,30
43.6713118,7.2169505,30
43.671238,7.2167739,30
43.6711643,7.2165933,30
43.6710949,7.2163628,30
43.6710427,7.2162288,30
43.6710112,7.2161548,30
43.6673021,7.2079979,50
43.6673519,7.2081458,50
43.6673021,7.2079979,50
43.6672018,7.208054,50
43.6671168,7.2081001,50
43.6670509,7.2081115,50
43.6669753,7.208117,50
43.6669297,7.2081136,50
43.6654452,7.2082185,50
43.6653073,7.2070585,50
43.6652917,7.2069291,50
43.6652617,7.2066794,50
43.6651606,7.2058322,50
43.6651461,7.2057115,50
43.6651393,7.2056521,50
43.6651338,7.2056028,50
43.6651134,7.2054316,50
43.6650998,7.2053181,50
43.6650952,7.2052766,50
43.6650815,7.2051552,50
43.6650777,7.2050688,50
43.6650794,7.2050099,50
43.6650808,7.204987,50
43.6650843,7.2049319,50
43.6651,7.2048366,50
43.6651362,7.2046276,50
43.6651515,7.2044875,50
43.6651539,7.2044263,50
43.665154,7.2043748,50
43.6651484,7.2042982,50
43.6651381,7.2042366,50
43.6651186,7.2041483,50
43.665096,7.2040733,50
43.6650693,7.2040043,50
43.6650353,7.2039295,50
43.6649939,7.2038632,50
43.6649591,7.2038223,50
43.6648893,7.2037443,50
43.6648517,7.2037023,50
43.664836,7.20368,50
43.6648258,7.2036561,50
43.6648148,7.2036322,50
43.664795,7.2035811,50
43.6653729,7.2085834,50
43.6655157,7.208559,50
43.6655519,7.2085566,50
43.6656543,7.2085257,50
43.7053574,7.290193,50
43.705407,7.2901417,50
43.7054755,7.2900642,50
43.7055313,7.2899821,50
43.7055898,7.2899045,50
43.7056422,7.2898623,50
43.7056908,7.2898232,50
43.7004894,7.2772369,50
43.700414,7.2771902,50
43.7002473,7.2770814,50
43.7001751,7.2770339,50
43.6997826,7.2767777,50
43.6997114,7.2767281,50
43.695022,7.2660799,50
43.6949898,7.2653978,50
43.6949877,7.2653572,50
43.6949542,7.2645348,50
43.6949471,7.2643085,50
43.6949261,7.2637455,50
43.6949199,7.2635705,50
43.6948914,7.2631518,50
43.6948568,7.2626876,50
43.6948531,7.262638,50
43.6947481,7.2612792,50
43.6947417,7.2612272,50
43.6947339,7.2611305,50
43.6947144,7.2609913,50
43.6946199,7.2603417,50
43.6946118,7.2602863,50
43.6945981,7.2601869,50
43.6945813,7.2600604,50
43.6945006,7.2595415,50
43.6944923,7.2594882,50
43.6943695,7.2586537,50
43.6943512,7.2585294,50
43.6677833,7.2120813,50
43.6679016,7.2119123,50
43.7060051,7.2895943,50
43.7059067,7.2896314,50
43.7058453,7.2896497,50
43.7057919,7.2896439,50
43.7056822,7.2896009,50
43.6667344,7.2141107,50
43.6666808,7.213704,50
43.666081,7.2045438,70
43.6661626,7.2047323,70
43.7106574,7.263561,50
43.7106303,7.2634613,50
43.7105614,7.2632007,50
43.7103489,7.2624257,50
